#,Date-Time (MST),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
41,12/16/2023 16:45:35,-3.56,60.99,-10.00,,,
42,12/16/2023 16:48:35,-3.60,61.06,-10.01,,,
43,12/16/2023 16:51:35,-3.92,61.82,-10.16,,,
44,12/16/2023 16:54:35,-3.91,62.14,-10.08,,,
45,12/16/2023 16:57:35,-3.90,61.81,-10.14,,,
46,12/16/2023 17:00:35,-3.98,62.62,-10.06,,,
47,12/16/2023 17:03:35,-3.81,62.13,-9.99,,,
48,12/16/2023 17:06:35,-3.79,61.95,-10.01,,,
49,12/16/2023 17:09:35,-3.97,62.36,-10.10,,,
50,12/16/2023 17:12:35,-4.12,63.16,-10.08,,,
51,12/16/2023 17:15:35,-4.17,63.19,-10.13,,,
52,12/16/2023 17:18:35,-4.67,64.50,-10.34,,,
53,12/16/2023 17:21:35,-4.74,65.21,-10.27,,,
54,12/16/2023 17:24:35,-4.67,64.71,-10.30,,,
55,12/16/2023 17:27:35,-4.80,65.09,-10.35,,,
56,12/16/2023 17:30:35,-5.05,66.03,-10.41,,,
57,12/16/2023 17:33:35,-5.19,66.63,-10.43,,,
58,12/16/2023 17:36:35,-5.43,66.87,-10.61,,,
59,12/16/2023 17:39:35,-5.50,67.66,-10.54,,,
60,12/16/2023 17:42:35,-5.13,67.01,-10.30,,,
61,12/16/2023 17:45:35,-4.48,64.83,-10.09,,,
62,12/16/2023 17:48:35,-4.98,65.55,-10.43,,,
63,12/16/2023 17:51:35,-5.91,67.36,-10.98,,,
64,12/16/2023 17:54:35,-6.60,70.31,-11.11,,,
65,12/16/2023 17:57:35,-6.89,71.99,-11.09,,,
66,12/16/2023 18:00:35,-7.15,73.63,-11.06,,,
67,12/16/2023 18:03:35,-7.23,74.15,-11.05,,,
68,12/16/2023 18:06:35,-7.49,74.94,-11.17,,,
69,12/16/2023 18:09:35,-7.56,75.30,-11.18,,,
70,12/16/2023 18:12:35,-7.60,75.60,-11.17,,,
71,12/16/2023 18:15:35,-7.67,75.44,-11.26,,,
72,12/16/2023 18:18:35,-7.68,75.37,-11.29,,,
73,12/16/2023 18:21:35,-7.72,75.10,-11.37,,,
74,12/16/2023 18:24:35,-8.07,76.19,-11.53,,,
75,12/16/2023 18:27:35,-8.33,77.47,-11.57,,,
76,12/16/2023 18:30:35,-8.40,78.51,-11.48,,,
77,12/16/2023 18:33:35,-8.46,78.86,-11.48,,,
78,12/16/2023 18:36:35,-8.51,78.85,-11.53,,,
79,12/16/2023 18:39:35,-8.26,78.44,-11.35,,,
80,12/16/2023 18:42:35,-8.22,77.59,-11.45,,,
81,12/16/2023 18:45:35,-8.27,77.71,-11.48,,,
82,12/16/2023 18:48:35,-7.55,76.69,-10.94,,,
83,12/16/2023 18:51:35,-7.29,75.60,-10.86,,,
84,12/16/2023 18:54:35,-7.48,73.89,-11.34,,,
85,12/16/2023 18:57:35,-8.08,75.40,-11.67,,,
86,12/16/2023 19:00:35,-8.36,77.93,-11.53,,,
87,12/16/2023 19:03:35,-8.42,78.52,-11.50,,,
88,12/16/2023 19:06:35,-8.60,78.77,-11.63,,,
89,12/16/2023 19:09:35,-8.34,78.68,-11.39,,,
90,12/16/2023 19:12:35,-8.45,77.67,-11.66,,,
91,12/16/2023 19:15:35,-8.71,80.16,-11.52,,,
92,12/16/2023 19:18:35,-8.94,80.51,-11.69,,,
93,12/16/2023 19:21:35,-9.22,80.06,-12.03,,,
94,12/16/2023 19:24:35,-9.44,81.02,-12.10,,,
95,12/16/2023 19:27:35,-9.63,81.58,-12.20,,,
96,12/16/2023 19:30:35,-9.61,83.20,-11.94,,,
97,12/16/2023 19:33:35,-9.70,81.45,-12.29,,,
98,12/16/2023 19:36:35,-10.00,82.73,-12.39,,,
99,12/16/2023 19:39:35,-10.15,83.60,-12.41,,,
100,12/16/2023 19:42:35,-10.18,84.15,-12.36,,,
101,12/16/2023 19:45:35,-10.38,83.28,-12.69,,,
102,12/16/2023 19:48:35,-10.65,84.10,-12.83,,,
103,12/16/2023 19:51:35,-10.63,87.03,-12.38,,,
104,12/16/2023 19:54:35,-10.28,85.30,-12.28,,,
105,12/16/2023 19:57:35,-10.32,85.38,-12.31,,,
106,12/16/2023 20:00:35,-9.93,84.87,-12.01,,,
107,12/16/2023 20:03:35,-9.99,83.94,-12.20,,,
108,12/16/2023 20:06:35,-10.25,83.73,-12.48,,,
109,12/16/2023 20:09:35,-10.41,84.12,-12.58,,,
110,12/16/2023 20:12:35,-10.62,84.63,-12.72,,,
111,12/16/2023 20:15:35,-10.88,85.66,-12.82,,,
112,12/16/2023 20:18:35,-11.06,86.32,-12.91,,,
113,12/16/2023 20:21:35,-11.15,86.84,-12.92,,,
114,12/16/2023 20:24:35,-11.01,87.62,-12.67,,,
115,12/16/2023 20:27:35,-10.92,87.50,-12.60,,,
116,12/16/2023 20:30:35,-11.02,86.72,-12.81,,,
117,12/16/2023 20:33:35,-11.11,86.87,-12.88,,,
118,12/16/2023 20:36:35,-11.24,86.96,-13.00,,,
119,12/16/2023 20:39:35,-11.25,86.88,-13.02,,,
120,12/16/2023 20:42:35,-11.22,87.06,-12.96,,,
121,12/16/2023 20:45:35,-11.34,87.13,-13.07,,,
122,12/16/2023 20:48:35,-11.35,86.93,-13.11,,,
123,12/16/2023 20:51:35,-11.47,87.47,-13.15,,,
124,12/16/2023 20:54:35,-11.54,87.69,-13.19,,,
125,12/16/2023 20:57:35,-11.51,88.05,-13.11,,,
126,12/16/2023 21:00:35,-11.54,87.23,-13.26,,,
127,12/16/2023 21:03:35,-11.75,87.08,-13.48,,,
128,12/16/2023 21:06:35,-11.91,87.61,-13.56,,,
129,12/16/2023 21:09:35,-11.94,88.45,-13.48,,,
130,12/16/2023 21:12:35,-11.97,88.82,-13.46,,,
131,12/16/2023 21:15:35,-12.00,89.10,-13.45,,,
132,12/16/2023 21:18:35,-12.07,88.83,-13.55,,,
133,12/16/2023 21:21:35,-12.24,88.62,-13.75,,,
134,12/16/2023 21:24:35,-12.26,89.55,-13.64,,,
135,12/16/2023 21:27:35,-12.22,90.13,-13.52,,,
136,12/16/2023 21:30:35,-12.26,89.70,-13.62,,,
137,12/16/2023 21:33:35,-12.41,89.48,-13.80,,,
138,12/16/2023 21:36:35,-12.64,88.40,-14.17,,,
139,12/16/2023 21:39:35,-12.81,88.70,-14.30,,,
140,12/16/2023 21:42:35,-12.73,90.56,-13.97,,,
141,12/16/2023 21:45:35,-12.81,90.90,-14.00,,,
142,12/16/2023 21:48:35,-12.83,91.04,-14.01,,,
143,12/16/2023 21:51:35,-12.89,90.50,-14.14,,,
144,12/16/2023 21:54:35,-12.84,90.84,-14.04,,,
145,12/16/2023 21:57:35,-12.81,90.88,-14.01,,,
146,12/16/2023 22:00:35,-12.79,90.55,-14.03,,,
147,12/16/2023 22:03:35,-12.71,90.98,-13.90,,,
148,12/16/2023 22:06:35,-12.70,90.42,-13.96,,,
149,12/16/2023 22:09:35,-12.92,89.65,-14.28,,,
150,12/16/2023 22:12:35,-13.09,89.39,-14.48,,,
151,12/16/2023 22:15:35,-13.22,90.07,-14.52,,,
152,12/16/2023 22:18:35,-13.26,91.01,-14.43,,,
153,12/16/2023 22:21:35,-13.29,91.40,-14.42,,,
154,12/16/2023 22:24:35,-13.27,91.84,-14.34,,,
155,12/16/2023 22:27:35,-13.23,91.80,-14.30,,,
156,12/16/2023 22:30:35,-13.28,91.64,-14.37,,,
157,12/16/2023 22:33:35,-13.61,89.53,-14.98,,,
158,12/16/2023 22:36:35,-13.77,89.48,-15.15,,,
159,12/16/2023 22:39:35,-13.88,90.61,-15.10,,,
160,12/16/2023 22:42:35,-13.91,90.62,-15.14,,,
161,12/16/2023 22:45:35,-14.06,90.75,-15.27,,,
162,12/16/2023 22:48:35,-13.89,91.97,-14.94,,,
163,12/16/2023 22:51:35,-13.65,92.33,-14.64,,,
164,12/16/2023 22:54:35,-13.81,91.27,-14.94,,,
165,12/16/2023 22:57:35,-13.78,91.54,-14.89,,,
166,12/16/2023 23:00:35,-13.72,91.32,-14.85,,,
167,12/16/2023 23:03:35,-13.62,91.19,-14.77,,,
168,12/16/2023 23:06:35,-13.51,90.66,-14.73,,,
169,12/16/2023 23:09:35,-13.26,91.22,-14.41,,,
170,12/16/2023 23:12:35,-13.32,90.10,-14.62,,,
171,12/16/2023 23:15:35,-13.18,90.89,-14.38,,,
172,12/16/2023 23:18:35,-13.32,89.21,-14.74,,,
173,12/16/2023 23:21:35,-13.28,90.17,-14.57,,,
174,12/16/2023 23:24:35,-13.12,89.74,-14.47,,,
175,12/16/2023 23:27:35,-13.44,87.40,-15.11,,,
176,12/16/2023 23:30:35,-13.66,88.58,-15.16,,,
177,12/16/2023 23:33:35,-13.77,88.75,-15.25,,,
178,12/16/2023 23:36:35,-13.89,88.44,-15.41,,,
179,12/16/2023 23:39:35,-14.05,88.68,-15.53,,,
180,12/16/2023 23:42:35,-14.10,89.56,-15.46,,,
181,12/16/2023 23:45:35,-14.14,89.69,-15.48,,,
182,12/16/2023 23:48:35,-14.26,89.92,-15.57,,,
183,12/16/2023 23:51:35,-14.46,88.65,-15.94,,,
184,12/16/2023 23:54:35,-14.63,89.03,-16.06,,,
185,12/16/2023 23:57:35,-14.59,90.12,-15.87,,,
186,12/17/2023 00:00:35,-14.71,89.66,-16.05,,,
187,12/17/2023 00:03:35,-14.89,89.44,-16.26,,,
188,12/17/2023 00:06:35,-14.99,89.78,-16.31,,,
189,12/17/2023 00:09:35,-15.07,90.22,-16.34,,,
190,12/17/2023 00:12:35,-14.96,91.05,-16.12,,,
191,12/17/2023 00:15:35,-14.91,91.01,-16.07,,,
192,12/17/2023 00:18:35,-15.01,90.15,-16.28,,,
193,12/17/2023 00:21:35,-15.09,90.36,-16.34,,,
194,12/17/2023 00:24:35,-15.21,89.38,-16.59,,,
195,12/17/2023 00:27:35,-15.23,90.59,-16.45,,,
196,12/17/2023 00:30:35,-15.22,90.82,-16.41,,,
197,12/17/2023 00:33:35,-15.39,89.53,-16.75,,,
198,12/17/2023 00:36:35,-15.54,89.59,-16.89,,,
199,12/17/2023 00:39:35,-15.59,90.61,-16.79,,,
200,12/17/2023 00:42:35,-15.55,91.26,-16.68,,,
201,12/17/2023 00:45:35,-15.58,90.93,-16.74,,,
202,12/17/2023 00:48:35,-15.63,90.78,-16.82,,,
203,12/17/2023 00:51:35,-15.66,90.30,-16.91,,,
204,12/17/2023 00:54:35,-15.63,90.48,-16.85,,,
205,12/17/2023 00:57:35,-15.60,90.14,-16.87,,,
206,12/17/2023 01:00:35,-15.58,91.06,-16.73,,,
207,12/17/2023 01:03:35,-15.56,90.61,-16.77,,,
208,12/17/2023 01:06:35,-15.61,90.41,-16.84,,,
209,12/17/2023 01:09:35,-15.44,90.75,-16.63,,,
210,12/17/2023 01:12:35,-15.62,89.69,-16.95,,,
211,12/17/2023 01:15:35,-15.59,90.07,-16.87,,,
212,12/17/2023 01:18:35,-15.83,88.95,-17.26,,,
213,12/17/2023 01:21:35,-15.72,90.35,-16.96,,,
214,12/17/2023 01:24:35,-15.56,90.91,-16.73,,,
215,12/17/2023 01:27:35,-15.67,89.80,-16.99,,,
216,12/17/2023 01:30:35,-16.07,88.23,-17.59,,,
217,12/17/2023 01:33:35,-16.68,86.56,-18.42,,,
218,12/17/2023 01:36:35,-16.66,89.60,-17.99,,,
219,12/17/2023 01:39:35,-16.55,90.98,-17.70,,,
220,12/17/2023 01:42:35,-16.38,91.31,-17.49,,,
221,12/17/2023 01:45:35,-16.19,91.92,-17.22,,,
222,12/17/2023 01:48:35,-16.09,91.94,-17.12,,,
223,12/17/2023 01:51:35,-16.03,91.22,-17.15,,,
224,12/17/2023 01:54:35,-16.12,90.25,-17.37,,,
225,12/17/2023 01:57:35,-16.26,89.41,-17.62,,,
226,12/17/2023 02:00:35,-16.35,89.41,-17.71,,,
227,12/17/2023 02:03:35,-16.32,89.81,-17.62,,,
228,12/17/2023 02:06:35,-16.18,90.39,-17.41,,,
229,12/17/2023 02:09:35,-16.35,88.85,-17.78,,,
230,12/17/2023 02:12:35,-16.35,89.51,-17.69,,,
231,12/17/2023 02:15:35,-16.46,89.20,-17.84,,,
232,12/17/2023 02:18:35,-16.59,88.70,-18.04,,,
233,12/17/2023 02:21:35,-16.72,88.50,-18.20,,,
234,12/17/2023 02:24:35,-16.73,89.34,-18.10,,,
235,12/17/2023 02:27:35,-16.77,89.75,-18.08,,,
236,12/17/2023 02:30:35,-16.72,90.42,-17.95,,,
237,12/17/2023 02:33:35,-16.88,89.79,-18.19,,,
238,12/17/2023 02:36:35,-16.81,90.82,-17.98,,,
239,12/17/2023 02:39:35,-16.66,91.37,-17.76,,,
240,12/17/2023 02:42:35,-16.72,89.87,-18.02,,,
241,12/17/2023 02:45:35,-16.80,89.07,-18.20,,,
242,12/17/2023 02:48:35,-16.91,88.49,-18.38,,,
243,12/17/2023 02:51:35,-16.93,88.73,-18.37,,,
244,12/17/2023 02:54:35,-17.00,89.14,-18.39,,,
245,12/17/2023 02:57:35,-16.96,90.42,-18.18,,,
246,12/17/2023 03:00:35,-16.99,89.31,-18.36,,,
247,12/17/2023 03:03:35,-16.89,90.06,-18.16,,,
248,12/17/2023 03:06:35,-17.02,89.40,-18.38,,,
249,12/17/2023 03:09:35,-17.31,88.58,-18.77,,,
250,12/17/2023 03:12:35,-17.67,87.35,-19.28,,,
251,12/17/2023 03:15:35,-17.90,87.80,-19.46,,,
252,12/17/2023 03:18:35,-17.90,89.53,-19.23,,,
253,12/17/2023 03:21:35,-17.80,90.50,-19.00,,,
254,12/17/2023 03:24:35,-17.61,91.46,-18.69,,,
255,12/17/2023 03:27:35,-17.46,90.81,-18.63,,,
256,12/17/2023 03:30:35,-17.38,90.82,-18.54,,,
257,12/17/2023 03:33:35,-17.48,89.46,-18.82,,,
258,12/17/2023 03:36:35,-17.70,88.32,-19.19,,,
259,12/17/2023 03:39:35,-17.48,90.25,-18.72,,,
260,12/17/2023 03:42:35,-17.41,90.38,-18.63,,,
261,12/17/2023 03:45:35,-17.57,88.06,-19.09,,,
262,12/17/2023 03:48:35,-17.60,89.06,-18.99,,,
263,12/17/2023 03:51:35,-17.57,89.60,-18.89,,,
264,12/17/2023 03:54:35,-17.66,88.67,-19.10,,,
265,12/17/2023 03:57:35,-17.71,89.01,-19.11,,,
266,12/17/2023 04:00:35,-17.78,89.08,-19.17,,,
267,12/17/2023 04:03:35,-17.81,88.95,-19.21,,,
268,12/17/2023 04:06:35,-17.77,90.08,-19.03,,,
269,12/17/2023 04:09:35,-17.82,89.41,-19.16,,,
270,12/17/2023 04:12:35,-18.09,88.10,-19.60,,,
271,12/17/2023 04:15:35,-18.15,88.12,-19.66,,,
272,12/17/2023 04:18:35,-18.15,88.84,-19.56,,,
273,12/17/2023 04:21:35,-17.90,90.21,-19.14,,,
274,12/17/2023 04:24:35,-17.80,89.83,-19.09,,,
275,12/17/2023 04:27:35,-17.57,90.91,-18.72,,,
276,12/17/2023 04:30:35,-17.30,91.81,-18.34,,,
277,12/17/2023 04:33:35,-17.02,92.33,-18.00,,,
278,12/17/2023 04:36:35,-17.29,88.49,-18.76,,,
279,12/17/2023 04:39:35,-17.54,87.49,-19.14,,,
280,12/17/2023 04:42:35,-17.63,89.15,-19.01,,,
281,12/17/2023 04:45:35,-17.43,90.44,-18.65,,,
282,12/17/2023 04:48:35,-17.40,89.44,-18.74,,,
283,12/17/2023 04:51:35,-17.62,87.92,-19.17,,,
284,12/17/2023 04:54:35,-17.62,88.61,-19.07,,,
285,12/17/2023 04:57:35,-17.80,88.48,-19.26,,,
286,12/17/2023 05:00:35,-17.98,87.80,-19.53,,,
287,12/17/2023 05:03:35,-18.24,87.32,-19.85,,,
288,12/17/2023 05:06:35,-18.29,88.23,-19.78,,,
289,12/17/2023 05:09:35,-18.39,87.90,-19.92,,,
290,12/17/2023 05:12:35,-18.60,87.54,-20.18,,,
291,12/17/2023 05:15:35,-18.65,88.25,-20.14,,,
292,12/17/2023 05:18:35,-18.68,88.48,-20.13,,,
293,12/17/2023 05:21:35,-18.47,89.04,-19.86,,,
294,12/17/2023 05:24:35,-18.39,89.10,-19.76,,,
295,12/17/2023 05:27:35,-18.15,90.39,-19.36,,,
296,12/17/2023 05:30:35,-18.12,89.86,-19.40,,,
297,12/17/2023 05:33:35,-18.30,88.18,-19.80,,,
298,12/17/2023 05:36:35,-18.40,87.78,-19.95,,,
299,12/17/2023 05:39:35,-18.45,87.87,-19.99,,,
300,12/17/2023 05:42:35,-18.35,89.03,-19.74,,,
301,12/17/2023 05:45:35,-18.20,90.09,-19.46,,,
302,12/17/2023 05:48:35,-18.17,89.77,-19.46,,,
303,12/17/2023 05:51:35,-18.04,89.75,-19.34,,,
304,12/17/2023 05:54:35,-18.18,87.84,-19.73,,,
305,12/17/2023 05:57:35,-18.42,86.46,-20.14,,,
306,12/17/2023 06:00:35,-18.56,87.50,-20.14,,,
307,12/17/2023 06:03:35,-18.60,87.95,-20.13,,,
308,12/17/2023 06:06:35,-18.57,88.08,-20.08,,,
309,12/17/2023 06:09:35,-18.71,87.71,-20.26,,,
310,12/17/2023 06:12:35,-18.80,88.04,-20.32,,,
311,12/17/2023 06:15:35,-18.79,88.01,-20.31,,,
312,12/17/2023 06:18:35,-18.94,87.39,-20.54,,,
313,12/17/2023 06:21:35,-18.87,88.66,-20.30,,,
314,12/17/2023 06:24:35,-18.76,89.67,-20.06,,,
315,12/17/2023 06:27:35,-18.68,89.55,-19.99,,,
316,12/17/2023 06:30:35,-18.64,89.01,-20.03,,,
317,12/17/2023 06:33:35,-18.68,88.16,-20.17,,,
318,12/17/2023 06:36:35,-18.66,88.10,-20.17,,,
319,12/17/2023 06:39:35,-18.65,88.47,-20.11,,,
320,12/17/2023 06:42:35,-18.68,88.19,-20.17,,,
321,12/17/2023 06:45:35,-18.73,88.49,-20.18,,,
322,12/17/2023 06:48:35,-18.81,88.04,-20.33,,,
323,12/17/2023 06:51:35,-19.05,86.89,-20.71,,,
324,12/17/2023 06:54:35,-19.18,86.63,-20.87,,,
325,12/17/2023 06:57:35,-19.30,87.02,-20.94,,,
326,12/17/2023 07:00:35,-19.25,88.19,-20.74,,,
327,12/17/2023 07:03:35,-19.30,88.11,-20.79,,,
328,12/17/2023 07:06:35,-19.16,89.44,-20.48,,,
329,12/17/2023 07:09:35,-19.15,88.59,-20.58,,,
330,12/17/2023 07:12:35,-19.14,87.68,-20.69,,,
331,12/17/2023 07:15:35,-19.10,88.28,-20.58,,,
332,12/17/2023 07:18:35,-18.92,88.93,-20.32,,,
333,12/17/2023 07:21:35,-18.70,89.60,-20.01,,,
334,12/17/2023 07:24:35,-18.75,88.03,-20.26,,,
335,12/17/2023 07:27:35,-18.87,87.13,-20.50,,,
336,12/17/2023 07:30:35,-18.84,87.39,-20.43,,,
337,12/17/2023 07:33:35,-18.71,88.39,-20.17,,,
338,12/17/2023 07:36:35,-18.49,89.03,-19.88,,,
339,12/17/2023 07:39:35,-18.42,88.83,-19.83,,,
340,12/17/2023 07:42:35,-18.56,87.44,-20.15,,,
341,12/17/2023 07:45:35,-18.69,86.72,-20.37,,,
342,12/17/2023 07:48:35,-18.45,88.26,-19.94,,,
343,12/17/2023 07:51:35,-17.99,89.17,-19.36,,,
344,12/17/2023 07:54:35,-17.33,89.60,-18.66,,,
345,12/17/2023 07:57:35,-16.54,88.90,-17.97,,,
346,12/17/2023 08:00:35,-16.69,85.84,-18.52,,,
347,12/17/2023 08:03:35,-16.55,85.87,-18.38,,,
348,12/17/2023 08:06:35,-16.21,86.04,-18.02,,,
349,12/17/2023 08:09:35,-15.49,86.79,-17.21,,,
350,12/17/2023 08:12:35,-14.37,88.60,-15.86,,,
351,12/17/2023 08:15:35,-13.21,87.72,-14.83,,,
352,12/17/2023 08:18:35,-12.35,84.03,-14.50,,,
353,12/17/2023 08:21:35,-12.38,78.85,-15.30,,,
354,12/17/2023 08:24:35,-11.94,80.50,-14.63,,,
355,12/17/2023 08:27:35,-11.36,80.42,-14.07,,,
356,12/17/2023 08:30:35,-10.82,75.61,-14.30,,,
357,12/17/2023 08:33:35,-10.68,75.20,-14.23,,,
358,12/17/2023 08:36:35,-9.90,73.64,-13.72,,,
359,12/17/2023 08:39:35,-10.27,72.08,-14.34,,,
360,12/17/2023 08:42:35,-10.27,71.33,-14.47,,,
361,12/17/2023 08:45:35,-10.53,72.29,-14.56,,,
362,12/17/2023 08:48:35,-11.27,72.69,-15.21,,,
363,12/17/2023 08:51:35,-11.48,75.14,-15.01,,,
364,12/17/2023 08:54:35,-11.47,75.10,-15.01,,,
365,12/17/2023 08:57:35,-11.37,76.27,-14.72,,,
366,12/17/2023 09:00:35,-11.37,75.49,-14.85,,,
367,12/17/2023 09:03:35,-11.56,76.63,-14.85,,,
368,12/17/2023 09:06:35,-11.32,77.89,-14.42,,,
369,12/17/2023 09:09:35,-10.92,76.09,-14.32,,,
370,12/17/2023 09:12:35,-9.60,74.69,-13.26,,,
371,12/17/2023 09:15:35,-9.76,70.70,-14.09,,,
372,12/17/2023 09:18:35,-9.25,72.59,-13.27,,,
373,12/17/2023 09:21:35,-8.57,69.56,-13.14,,,
374,12/17/2023 09:24:35,-9.40,70.85,-13.71,,,
375,12/17/2023 09:27:35,-10.16,74.70,-13.80,,,
376,12/17/2023 09:30:35,-9.66,75.99,-13.10,,,
377,12/17/2023 09:33:35,-8.73,73.15,-12.68,,,
378,12/17/2023 09:36:35,-8.59,71.79,-12.77,,,
379,12/17/2023 09:39:35,-8.04,70.93,-12.38,,,
380,12/17/2023 09:42:35,-8.08,70.50,-12.50,,,
381,12/17/2023 09:45:35,-7.82,69.72,-12.39,,,
382,12/17/2023 09:48:35,-7.15,69.07,-11.86,,,
383,12/17/2023 09:51:35,-5.86,68.03,-10.81,,,
384,12/17/2023 09:54:35,-5.61,63.73,-11.39,,,
385,12/17/2023 09:57:35,-5.74,62.86,-11.68,,,
386,12/17/2023 10:00:35,-7.08,66.63,-12.24,,,
387,12/17/2023 10:03:35,-7.15,70.06,-11.68,,,
388,12/17/2023 10:06:35,-6.38,66.78,-11.55,,,
389,12/17/2023 10:09:35,-7.29,70.57,-11.72,,,
390,12/17/2023 10:12:35,-7.51,71.63,-11.75,,,
391,12/17/2023 10:15:35,-7.32,74.77,-11.03,,,
392,12/17/2023 10:18:35,-6.80,73.62,-10.73,,,
393,12/17/2023 10:21:35,-6.91,72.77,-10.98,,,
394,12/17/2023 10:24:35,-6.90,73.39,-10.86,,,
395,12/17/2023 10:27:35,-6.79,72.91,-10.84,,,
396,12/17/2023 10:30:35,-6.35,70.47,-10.84,,,
397,12/17/2023 10:33:35,-6.29,71.45,-10.61,,,
398,12/17/2023 10:36:35,-5.77,69.38,-10.48,,,
399,12/17/2023 10:39:35,-5.31,66.51,-10.57,,,
400,12/17/2023 10:42:35,-5.57,65.99,-10.91,,,
401,12/17/2023 10:45:35,-4.84,65.63,-10.28,,,
402,12/17/2023 10:48:35,-4.01,63.71,-9.87,,,
403,12/17/2023 10:51:35,-4.63,63.77,-10.44,,,
404,12/17/2023 10:54:35,-4.34,63.86,-10.15,,,
405,12/17/2023 10:57:35,-3.09,60.40,-9.67,,,
406,12/17/2023 11:00:35,-2.21,55.65,-9.88,,,
407,12/17/2023 11:03:35,-1.50,53.09,-9.81,,,
408,12/17/2023 11:06:35,-1.75,51.52,-10.42,,,
409,12/17/2023 11:09:35,-2.14,54.23,-10.14,,,
410,12/17/2023 11:12:35,-3.18,55.50,-10.82,,,
411,12/17/2023 11:15:35,-3.50,59.36,-10.28,,,
412,12/17/2023 11:18:35,-3.82,60.08,-10.43,,,
413,12/17/2023 11:21:35,-3.33,59.66,-10.05,,,
414,12/17/2023 11:24:35,-2.67,56.29,-10.17,,,
415,12/17/2023 11:27:35,-2.87,56.89,-10.22,,,
416,12/17/2023 11:30:35,-2.62,56.60,-10.05,,,
417,12/17/2023 11:33:35,-2.78,54.63,-10.65,,,
418,12/17/2023 11:36:35,-2.64,55.12,-10.40,,,
419,12/17/2023 11:39:35,-2.16,53.84,-10.25,,,
420,12/17/2023 11:42:35,-2.12,53.83,-10.21,,,
421,12/17/2023 11:45:35,-1.90,53.12,-10.18,,,
422,12/17/2023 11:48:35,-1.33,52.51,-9.79,,,
423,12/17/2023 11:51:35,-2.07,54.75,-9.96,,,
424,12/17/2023 11:54:35,-2.30,55.97,-9.89,,,
425,12/17/2023 11:57:35,-2.50,55.68,-10.14,,,
426,12/17/2023 12:00:35,-2.35,55.59,-10.02,,,
427,12/17/2023 12:03:35,-1.73,52.76,-10.10,,,
428,12/17/2023 12:06:35,-0.73,50.99,-9.61,,,
429,12/17/2023 12:09:35,-0.35,49.16,-9.71,,,
430,12/17/2023 12:12:35,-1.04,50.03,-10.13,,,
431,12/17/2023 12:15:35,-0.88,50.74,-9.81,,,
432,12/17/2023 12:18:35,0.21,49.88,-9.01,,,
433,12/17/2023 12:21:35,0.57,48.18,-9.13,,,
434,12/17/2023 12:24:35,-0.44,50.32,-9.50,,,
